"","NAME","CITY","STATE","ZIP","LAT","LON","HIGHDEG","TYPE","RELIGIOUS","ONLINE","AVGFACSAL","TUIREVSTU","INCOSTSTU","PRGMOFR","OPENADMP","ADM_RATE","TUITIONFEE_IN","TUITIONFEE_OUT","COST","NPT4_PUB","NPT4_PRIV","UGDS","UGDS_MEN","UGDS_WOMEN","UGDS_WHITE","UGDS_BLACK","UGDS_ASIAN","UGDS_HISP","INC_PCT_LO","INC_PCT_M1","INC_PCT_M2","INC_PCT_H1","INC_PCT_H2","FTFTPCTFLOAN","GRAD_DEBT_MDN","LO_INC_DEBT_MDN","MD_INC_DEBT_MDN","HI_INC_DEBT_MDN","MN_EARN_WNE_P6","MN_EARN_WNE_P7","MN_EARN_WNE_P8","MN_EARN_WNE_P9","MN_EARN_WNE_P10","MN_EARN_WNE_INC1_P6","MN_EARN_WNE_INC2_P6","MN_EARN_WNE_INC3_P6","MN_EARN_WNE_INC1_P10","MN_EARN_WNE_INC2_P10","MN_EARN_WNE_INC3_P10","CDR3","RPY_1YR_RT","RPY_3YR_RT","RPY_5YR_RT","RPY_7YR_RT"
"3438","Texas Wesleyan University","Fort Worth","TX","76105-1536","32.732962","-97.279613",4,2,"71","0","7651","18751","12159","NULL","2","0.3586","30300","30300","40838","NULL","21614","1445","0.4803","0.5197","0.29","0.1488","0.0138","0.3308","0.5197568389","0.1641337386","0.1489361702","0.0952380952","0.071935157","0.6111","23000","12500","12500","11750","38200","38800","40800","40000","44400","34100","39500","43400","37400","47700","51500","0.06","0.376344086","0.4433164129","0.527014218","0.5832305795"
"3439","Texas Woman's University","Denton","TX","76204","33.226211","-97.127842",4,1,"NULL","0","8515","5965","6361","NULL","2","0.868","7796","17756","18135","9727","NULL","9336","0.0954","0.9046","0.3508","0.1813","0.0917","0.3179","0.4496006907","0.2011655515","0.1627455213","0.0951867041","0.0913015325","0.5909","20500","14905","14791","14750","42800","44200","45900","47600","49100","37600","44800","47600","46300","49300","52900","0.066","0.4812692816","0.546930281","0.6170011806","0.6905037638"
"3440","Trinity University","San Antonio","TX","78212-7200","29.462682","-98.48186",4,2,"66","0","10771","18143","17770","NULL","2","0.3416","42976","42976","56880","NULL","23016","2462","0.4703","0.5297","0.5682","0.037","0.0695","0.21","0.1689189189","0.1030405405","0.1672297297","0.160472973","0.4003378378","0.3536","23750","17993","23726","18500","48900","50100","58200","58200","68000","49600","46700","49500","78900","61500","67700","0.009","0.8139097744","0.8642857143","0.9309734513","0.8903345725"
"3441","The University of Texas Health Science Center at Houston","Houston","TX","77030","29.702873","-95.403183",4,1,"NULL","0","10430","11755","161644","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","717","0.1478","0.8522","0.3291","0.1158","0.1827","0.3138","0.4299610895","0.1750972763","0.1478599222","0.1128404669","0.1342412451","NULL","15000","16166","15000","14354","71100","92600","74700","102300","138400","69700","69700","74800","173000","PrivacySuppressed","PrivacySuppressed","0.005","0.8410596026","0.8590021692","0.8554913295","0.8895184136"
"3442","Texas Tech University Health Sciences Center","Lubbock","TX","79430","33.589284","-101.891915",4,1,"NULL","0","8607","8148","33397","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","1520","0.1559","0.8441","0.5651","0.0928","0.0605","0.2355","0.3455598456","0.157014157","0.1814671815","0.1415701416","0.1743886744","NULL","12500","12500","12500","11250","76700","78900","88900","73700","100600","78300","80600","72300","119400","95600","85400","0.008","0.7583572111","0.7752707581","0.8125","0.8336633663"
"3443","Tyler Junior College","Tyler","TX","75701","32.33601","-95.284122",3,1,"NULL","0","5603","2297","3960","NULL","1","NULL","2962","5482","14399","9567","NULL","9491","0.382","0.618","0.5036","0.2127","0.0163","0.2409","0.5325719801","0.2126427537","0.1396171787","0.0696477401","0.0455203474","0.4257","11000","5855","5500","5500","30700","31300","34500","34100","37100","28100","32900","35400","33800","40800","43000","0.188","0.2660860292","0.3120615911","0.3572733918","0.4180774749"
"3444","Universal Technical Institute of Texas Inc.","Houston","TX","77073","29.990487","-95.412113",1,3,"NULL","0","NULL","11411","3293","9","1","NULL","NULL","NULL","NULL","NULL","17283","1426","0.9663","0.0337","0.2658","0.1431","0.0091","0.4867","0.4937697601","0.1818858099","0.1353914822","0.0954063604","0.0935465873","0.7816","15188","12000","12000","12000","38700","39200","45400","42600","50600","35400","40100","41800","47700","51400","53100","0.15","0.4654467934","0.4871115819","0.471719457","0.5340932221"
"3445","UCAS University of Cosemtology Arts & Sciences-McAllen","McAllen","TX","78504","26.279439","-98.21787",1,3,"NULL","0","NULL","10965","1975","4","1","NULL","NULL","NULL","NULL","NULL","14132","156","0.0128","0.9872","0","0","0","1","0.8035714286","0.125","0.0384615385","0.0192307692","0.0137362637","0.3333","6473","5256","6221","8403","17800","17000","16700","18500","18600","17900","PrivacySuppressed","PrivacySuppressed","18300","PrivacySuppressed","PrivacySuppressed","0.117","0.3311258278","0.3453355155","0.2977725674","0.3524590164"
"3446","Vernon College","Vernon","TX","76384-4092","34.159298","-99.319094",2,1,"NULL","0","5202","2294","4514","NULL","1","NULL","3080","5720","11721","5886","NULL","2228","0.3537","0.6463","0.5592","0.1046","0.0184","0.2693","0.5499367889","0.1750948167","0.1422250316","0.0834386852","0.0493046776","0.4424","11922","6752","7041","7896","31200","30300","36500","32700","36800","28800","34000","37100","34200","PrivacySuppressed","PrivacySuppressed","0.182","0.3387784091","0.3775649795","0.4532627866","0.4931506849"
"3447","Victoria Beauty College Inc","Victoria","TX","77901-6233","28.807928","-96.990854",1,3,"NULL","0","NULL","16223","1819","3","1","NULL","NULL","NULL","NULL","NULL","11133","93","0.1183","0.8817","0.2903","0.0645","0","0.6129","0.7261904762","0.1130952381","0.0952380952","PrivacySuppressed","PrivacySuppressed","1","7678","6500","PrivacySuppressed","PrivacySuppressed","15200","15800","19700","21500","19300","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.089","0.4563106796","0.4622641509","0.4475524476","0.3619047619"
"3448","Victoria College","Victoria","TX","77901","28.816446","-96.979226",2,1,"NULL","0","6405","4132","7359","NULL","1","NULL","2232","5880","11663","5736","NULL","3149","0.3122","0.6878","0.4062","0.06","0.0165","0.4963","0.6281045752","0.1784313725","0.1150326797","0.0483660131","0.0300653595","0.0765","10515","8638","7786","6125","34600","32500","39100","35700","40600","31100","41300","41600","36500","48000","47300","0.108","0.3646532438","0.397616468","0.4370277078","0.4935897436"
"3449","Vogue College of Cosmetology-McAllen","McAllen","TX","78501-1945","26.232656","-98.223022",1,3,"NULL","0","NULL","4417","1228","4","1","NULL","NULL","NULL","NULL","NULL","11515","317","0.0379","0.9621","0.1293","0.0158","0.0032","0.8013","0.7789934354","0.1181619256","0.0590809628","0.0218818381","0.0218818381","0.9571","7917","6333","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL","0.052","0.3230769231","0.2878787879","PrivacySuppressed","NULL"
"3450","Wayland Baptist University","Plainview","TX","79072","34.187677","-101.730042",4,2,"75","0","5305","10382","8896","NULL","2","0.9804","20070","20070","30334","NULL","21855","3169","0.4923","0.5077","0.3645","0.1758","0.0183","0.3219","0.4523575639","0.2141453831","0.1684675835","0.1070726916","0.057956778","0.738","21619","13500","12583","14018","41300","40300","44600","42800","47200","34200","44300","47900","40700","49100","53900","0.07","0.3969430292","0.462751972","0.5550405562","0.6301835486"
"3451","Weatherford College","Weatherford","TX","76086-5699","32.74133","-97.792629",2,1,"NULL","0","6100","2168","5560","NULL","1","NULL","2550","5610","11718","6258","NULL","6288","0.3758","0.6242","0.7099","0.0256","0.0089","0.1955","0.516937355","0.2046403712","0.147099768","0.079350348","0.0519721578","0.224","9500","6824","7000","5500","32600","30300","34800","33800","36400","30500","34600","36800","34000","PrivacySuppressed","PrivacySuppressed","0.045","0.356561086","0.3895196507","0.4594882729","0.4427480916"
"3452","West Texas A & M University","Canyon","TX","79016-0001","34.982789","-101.914736",4,1,"NULL","0","7667","7066","5211","NULL","2","0.6488","7935","9304","20269","13185","NULL","7368","0.4211","0.5789","0.5664","0.0486","0.0171","0.2998","0.3625105545","0.1745004222","0.1770334928","0.149451168","0.1365043625","0.5073","20500","14855","12500","12000","39300","37800","42800","43200","46700","38700","39800","39700","42900","47900","50500","0.081","0.5031157757","0.5558343789","0.6541843048","0.6930181012"
"3453","Western Texas College","Snyder","TX","79549","32.678458","-100.914945",2,1,"NULL","0","6137","2844","2680","NULL","1","NULL","2790","5160","12053","5050","NULL","750","0.5453","0.4547","0.396","0.088","0.0067","0.4173","0.4368308351","0.2226980728","0.1520342612","0.0985010707","0.0899357602","0.1435","5500","5250","5500","5500","32300","29200","39100","35000","38800","29500","PrivacySuppressed","PrivacySuppressed","36300","PrivacySuppressed","PrivacySuppressed","0.094","0.3496732026","0.4203821656","0.4405144695","0.487654321"
"3454","Wharton County Junior College","Wharton","TX","77488","29.3238","-96.085815",2,1,"NULL","0","6100","4032","4140","NULL","1","NULL","2352","4824","9508","5285","NULL","6165","0.4383","0.5617","0.2882","0.1299","0.1307","0.4354","0.4539278132","0.2242038217","0.1554140127","0.0883227176","0.0781316348","0.2692","8188","5507","5500","5500","34100","32800","38400","37600","42900","31000","36400","41900","39300","44800","51500","0.051","0.3730631704","0.4124293785","0.446300716","0.5502793296"
"3455","Wiley College","Marshall","TX","75670","32.537641","-94.376814",3,2,"71","0","5370","9520","4848","NULL","1","NULL","12306","12306","20368","NULL","15603","1002","0.4321","0.5679","0.0499","0.7595","0","0.0459","0.6976217441","0.1845979615","0.0702151755","0.0294450736","0.0181200453","0.8333","29000","16750","19000","18500","26400","25200","29700","29000","30700","23400","PrivacySuppressed","PrivacySuppressed","28000","PrivacySuppressed","PrivacySuppressed","0.223","0.2374727669","0.2487100103","0.2998872604","0.3533447684"
"3456","AmeriTech College-Provo","Provo","UT","84604","40.261512","-111.669276",1,3,"NULL","0","NULL","33424","13353","1","2","0.8095","NULL","NULL","NULL","NULL","21115","19","0.1579","0.8421","0.3158","0","0","0.6316","0.4444444444","0.1571428571","0.2015873016","0.1015873016","0.0952380952","0.7","25250","20470","22756","16250","43400","28400","39200","26600","33300","35400","49100","46900","29800","PrivacySuppressed","PrivacySuppressed","0.087","0.2220930233","0.2773638968","0.5025125628","0.6862244898"
"3457","Bridgerland Technical College","Logan","UT","84321","41.756188","-111.850619",1,1,"NULL","0","NULL","2270","8462","37","1","NULL","NULL","NULL","NULL","7780","NULL","1199","0.603","0.397","0.8198","0.0075","0.0133","0.0892","0.6577669903","0.1990291262","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","30400","29600","32400","29400","35800","27100","PrivacySuppressed","PrivacySuppressed","32900","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL"
"3458","Brigham Young University-Provo","Provo","UT","84602","40.250851","-111.649281",4,2,"94","0","10974","5991","15346","NULL","2","0.6447","5620","5620","18136","NULL","13181","31441","0.5026","0.4974","0.8141","0.0051","0.0201","0.0634","0.3869420878","0.1102914054","0.1744743637","0.1565842862","0.1717078569","0.1181","12100","8550","9846","9000","46600","49700","58800","61200","71500","49600","43600","40200","76900","63800","62100","0.015","0.7645621947","0.8000703977","0.8431547089","0.885075505"
"3459","Brigham Young University-Hawaii","Laie","HI","96762-1294","21.642074","-157.926586",3,2,"94","0","9388","2592","12436","NULL","2","0.4478","5560","5560","18043","NULL","12793","3040","0.3944","0.6056","0.3395","0.0033","0.0326","0.048","0.4170337739","0.127753304","0.154185022","0.1571218796","0.1439060206","0.1466","9016","5655","5500","5500","35600","36100","43200","41800","49100","39400","30800","32200","51300","45400","47100","0.06","0.6598639456","0.7104930468","0.7525252525","0.7664399093"
"3460","Broadview University-West Jordan","West Jordan","UT","84088","40.609883","-111.942296",4,3,"NULL","0","3667","15585","5406","NULL","1","NULL","15900","15900","27362","NULL","22505","69","0.087","0.913","0.7101","0","0","0.2174","0.537470726","0.1826697892","0.1393442623","0.0948477752","0.0456674473","0.9231","9375","8999","7895","8332","27200","25800","30900","30100","30700","24000","30900","29600","27300","34700","33100","0.196","0.2831086439","0.3427895981","0.4102730819","0.4773913043"
"3461","Cameo College of Essential Beauty","Murray","UT","84107","40.645694","-111.887832",1,3,"NULL","0","NULL","7178","7997","6","1","NULL","NULL","NULL","NULL","NULL","15155","130","0","1","0.6538","0.0077","0.0154","0.2615","0.5838509317","0.1677018634","0.1428571429","PrivacySuppressed","PrivacySuppressed","0.4878","5847","5481","5481","3526","22800","PrivacySuppressed","24000","NULL","PrivacySuppressed","22400","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.126","0.5022026432","0.5286343612","0.5111111111","0.6607142857"
"3462","Collectiv Academy","Sandy","UT","84094","40.56441","-111.851661",1,3,"NULL","0","NULL","5657","681","1","1","NULL","NULL","NULL","NULL","NULL","7085","22","0.0909","0.9091","0.5909","0.0455","0","0.3182","0.7674418605","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.5385","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.156","0.5185185185","0.5555555556","0.7435897436","PrivacySuppressed"
"3463","Davis Technical College","Kaysville","UT","84037-2699","41.028956","-111.925227",1,1,"NULL","0","NULL","1330","5743","32","1","NULL","NULL","NULL","NULL","NULL","NULL","2050","0.5917","0.4083","0.8063","0.0176","0.0098","0.1249","0.6644295302","0.1912751678","0.1258389262","PrivacySuppressed","PrivacySuppressed","0","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","28600","27000","28800","29700","30100","25200","PrivacySuppressed","PrivacySuppressed","25800","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL"
"3464","Dixie State University","Saint George","UT","84770-3876","37.102769","-113.565903",3,1,"NULL","0","7277","5967","3799","NULL","1","NULL","5253","15051","18586","12846","NULL","7627","0.4256","0.5744","0.7506","0.0264","0.0104","0.1243","0.4265809218","0.1733654877","0.172829582","0.1334405145","0.0937834941","0.3061","15534","9500","6500","5500","32500","31800","36100","36300","41400","30600","34400","33900","42300","41300","38200","0.11","0.4524799113","0.5032051282","0.5229385307","0.6570197044"
"3465","Evans Hairstyling College-Cedar City","Cedar City","UT","84720","37.679851","-113.064394",1,3,"NULL","0","NULL","8721","8036","1","1","NULL","NULL","NULL","NULL","NULL","6496","40","0","1","0.975","0","0","0","0.5416666667","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.3043","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.217","0.5","0.4782608696","0.6","0.5384615385"
"3466","Evans Hairstyling College-St George","Saint George","UT","84770","37.108487","-113.56287",1,3,"NULL","0","NULL","6521","6015","1","1","NULL","NULL","NULL","NULL","NULL","6809","61","0.082","0.918","0.9016","0.0164","0","0.082","0.5","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL"
"3467","Paul Mitchell the School-Salt Lake City","Holladay","UT","84117","40.666643","-111.835077",1,3,"NULL","0","NULL","10283","4832","5","1","NULL","NULL","NULL","NULL","NULL","16182","283","0.1625","0.8375","0.6219","0.0212","0.0212","0.1696","0.5807692308","0.1711538462","0.1115384615","0.0807692308","0.0557692308","0.7931","10555","9500","9500","10545","23900","PrivacySuppressed","25300","PrivacySuppressed","PrivacySuppressed","21300","27100","23900","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.145","0.3900343643","0.4013605442","0.4523364486","0.5679442509"
"3468","Eagle Gate College-Murray","Murray","UT","84123-6965","40.649984","-111.903609",3,3,"NULL","0","5932","25482","8099","NULL","1","NULL","10975","10975","23280","NULL","18445","195","0.1282","0.8718","0.6769","0.041","0.0256","0.2205","0.6213592233","0.1828478964","0.1116504854","0.0566343042","0.0275080906","0.9643","14596","12931","12931","9500","25600","27500","28100","29700","31600","22400","30000","28900","28600","34600","38600","0.225","0.2171008684","0.2944664032","0.351798972","0.4224872232"
"3469","LDS Business College","Salt Lake City","UT","84101-3500","40.77113","-111.9002",2,2,"94","0","7294","3111","4601","NULL","1","NULL","3440","3440","11544","NULL","6424","1996","0.5306","0.4694","0.4634","0.011","0.012","0.1653","0.5341674687","0.1472569779","0.1308950914","0.125120308","0.062560154","0.1342","6447","4500","3500","3500","33700","32000","39100","35000","42800","32300","34900","35500","42200","44700","41500","0.071","0.6383285303","0.6621983914","0.7218309859","0.7455012853"
"3470","Ogden-Weber Technical College","Ogden","UT","84404-4089","41.264286","-111.964808",1,1,"NULL","0","NULL","1568","8713","33","1","NULL","NULL","NULL","NULL","862","NULL","1685","0.6089","0.3911","0.7335","0.019","0.0142","0.2012","0.6875","0.1831395349","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","23300","23300","26300","26300","28700","20400","PrivacySuppressed","PrivacySuppressed","26800","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL"
"3471","Snow College","Ephraim","UT","84627","39.360177","-111.58296",3,1,"NULL","0","5927","2913","7412","NULL","1","NULL","3742","12562","12539","9192","NULL","3374","0.4552","0.5448","0.869","0.0056","0.0012","0.0631","0.3699294533","0.167989418","0.2222222222","0.1534391534","0.0864197531","0.66","6250","3500","3500","3500","29500","28900","34000","31200","37200","30900","28400","29100","38400","35400","38600","0.108","0.6150978565","0.6532045654","0.6787878788","0.7281292059"
"3472","Southern Utah University","Cedar City","UT","84720","37.674617","-113.070146",4,1,"NULL","0","6810","6714","6692","NULL","2","0.7918","6770","20586","19636","14284","NULL","7293","0.4513","0.5487","0.7403","0.0252","0.0145","0.0666","0.3882129278","0.1619771863","0.1775665399","0.1536121673","0.1186311787","0.5394","11437","8536","8000","5500","34100","34700","39200","39600","45500","34200","34200","33700","46200","44700","44500","0.059","0.6332250203","0.6889400922","0.7191332788","0.7878151261"
"3473","Stevens-Henager College","West Haven","UT","84401","41.232847","-112.011617",3,2,"NULL","0","7096","10867","4887","NULL","1","NULL","16972","16972","32208","NULL","26988","200","0.28","0.72","0.63","0.01","0.01","0.195","0.7818680406","0.1188299817","0.0621572212","0.0246800731","0.0124646834","0.8","27118","7520","14276","16408","27200","28100","33400","34100","34000","22400","32800","35700","30200","38800","39200","0.185","0.1484831771","0.20256745","0.2547497993","0.3236317621"
"3474","Stevens-Henager College","Orem","UT","84058","40.269691","-111.713264",3,2,"NULL","0","4153","12782","5627","NULL","1","NULL","16972","16972","32402","NULL","25196","125","0.512","0.488","0.648","0.008","0.024","0.152","0.7818680406","0.1188299817","0.0621572212","0.0246800731","0.0124646834","0.95","27118","7520","14276","16408","27200","28100","33400","34100","34000","22400","32800","35700","30200","38800","39200","0.185","0.1484831771","0.20256745","0.2547497993","0.3236317621"
"3475","Uintah Basin Technical College","Roosevelt","UT","84066","40.299059","-109.97534",1,1,"NULL","0","NULL","1020","10405","17","1","NULL","NULL","NULL","NULL","NULL","NULL","267","0.5655","0.4345","0.839","0.0037","0.0037","0.0749","0.76","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","27200","PrivacySuppressed","31200","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","NULL","NULL","NULL","NULL","NULL"
"3476","Utah State University","Logan","UT","84322-1400","41.740748","-111.81391",4,1,"NULL","0","9214","6483","10613","NULL","2","0.8905","8138","22316","18531","13150","NULL","21658","0.4653","0.5347","0.8232","0.0086","0.0104","0.0608","0.3719315646","0.1567071659","0.182494421","0.1491445574","0.1397222911","0.2884","14000","8868","9600","8182","37400","38800","43400","44900","49600","37700","38200","35800","51500","47200","48400","0.056","0.6548103426","0.7044754038","0.7764633584","0.8205838483"
"3477","Utah Valley University","Orem","UT","84058-5999","40.281078","-111.716456",4,1,"NULL","0","8075","4961","5153","NULL","1","NULL","5726","16296","12921","7572","NULL","28278","0.5469","0.4531","0.7842","0.0099","0.0123","0.1166","0.4686038412","0.1593193353","0.1554383521","0.1123494875","0.104288984","0.1734","15335","10500","9500","6175","38700","38500","44200","46300","50700","37200","40700","39300","50100","51700","50600","0.069","0.5395227442","0.5938135219","0.6599101348","0.7260863117"
"3478","Salt Lake Community College","Salt Lake City","UT","84123","40.671575","-111.942809",2,1,"NULL","0","6631","3464","5549","NULL","1","NULL","3843","12206","11800","7561","NULL","20783","0.4772","0.5228","0.641","0.0268","0.039","0.2145","0.527729823","0.1978851964","0.1581786793","0.0714285714","0.0447777298","0.1531","8557","5250","4661","3500","33700","34500","39100","39000","43400","30100","37400","38300","39700","47400","49200","0.119","0.4904894456","0.5443344334","0.6051726335","0.6775896195"
"3479","University of Utah","Salt Lake City","UT","84112-9008","40.762484","-111.846044",4,1,"NULL","0","10727","12004","15447","NULL","2","0.6686","9222","29215","20422","14364","NULL","23396","0.533","0.467","0.6807","0.0134","0.058","0.129","0.3928987194","0.1765133877","0.1584691502","0.1180151339","0.1541036088","0.2967","17500","14752","13500","11500","47200","47900","55300","54800","63500","47700","49900","41700","64200","65200","58800","0.027","0.6641061453","0.7180530045","0.7695118386","0.8298887122"
"3480","Weber State University","Ogden","UT","84408-1031","41.192591","-111.944845",4,1,"NULL","0","7936","4656","5943","NULL","1","NULL","5859","15646","15276","11832","NULL","17225","0.4457","0.5543","0.7445","0.0188","0.0199","0.1229","0.412927883","0.1970754403","0.1897640412","0.1234629445","0.0767696909","0.2443","15000","9708","10081","8095","39700","39900","44800","45500","49900","36500","42900","40500","48800","50800","51100","0.066","0.568273392","0.6274288933","0.7183121019","0.765303961"
"3481","Westminster College","Salt Lake City","UT","84105","40.730779","-111.855757",4,2,"NULL","0","8486","18393","12409","NULL","2","0.9292","34000","34000","45119","NULL","22793","1946","0.4029","0.5971","0.7025","0.0231","0.0298","0.1208","0.2892459827","0.1347342398","0.1779975278","0.1582200247","0.239802225","0.5683","24492","17209","17566","15750","44600","41700","52200","48600","58100","37700","47600","47600","54800","63200","54600","0.032","0.6722408027","0.726326743","0.7865853659","0.8265060241"
"3482","Bennington College","Bennington","VT","05201-6003","42.919547","-73.237799",4,2,"NULL","0","9752","27805","19540","NULL","2","0.5703","53860","53860","70760","NULL","29386","720","0.3569","0.6431","0.5917","0.0361","0.0139","0.1014","0.25390625","0.0859375","0.140625","0.171875","0.34765625","0.5388","26846","17500","19500","17565","28500","27200","34800","27800","38400","PrivacySuppressed","PrivacySuppressed","28800","PrivacySuppressed","PrivacySuppressed","36100","0.027","0.7254098361","0.7366412214","0.8507462687","0.8708333333"
"3483","Castleton University","Castleton","VT","05735","43.608397","-73.180842",4,1,"NULL","0","6637","12921","8773","NULL","2","0.8547","12314","28322","23958","16913","NULL","1774","0.482","0.518","0.823","0.0355","0.0124","0.0276","0.2379547689","0.1307767945","0.1789577188","0.2005899705","0.2517207473","0.7688","25000","19000","16750","18635","33800","31900","38000","36300","40800","30300","34700","34400","37000","41000","42400","0.052","0.6710758377","0.7165957447","0.7922874671","0.809283552"
"3484","Champlain College","Burlington","VT","05401","44.473287","-73.202746",4,2,"NULL","0","8456","18058","8011","NULL","2","0.7541","41010","41010","57607","NULL","35549","3686","0.586","0.414","0.6772","0.0751","0.0312","0.0887","0.2324584896","0.1751472951","0.1644349223","0.1526513123","0.2753079807","0.6706","26030","16572","16357","19219","42200","38200","47600","41300","54400","37300","43600","43400","49400","52000","57800","0.052","0.7083333333","0.7388289676","0.8385185185","0.8505942275"
"3485","Community College of Vermont","Montpelier","VT","05602","44.280811","-72.573774",2,1,"NULL","0","NULL","6225","3595","NULL","1","NULL","7120","14090","15079","10873","NULL","3412","0.3227","0.6773","0.8095","0.0278","0.0147","0.0319","0.5944248135","0.1782489203","0.1299568119","0.0655673341","0.0318021201","0.3052","11000","5903","5433","5500","27700","26200","30000","28000","31700","24500","30900","32100","27000","35600","38200","0.162","0.4066324516","0.4581447964","0.5261121857","0.5779606767"
"3486","Goddard College","Plainfield","VT","05667-9432","44.279087","-72.438388",4,2,"NULL","0","4857","16352","9379","NULL","2","1","16586","16586","29115","NULL","23187","180","0.2778","0.7222","0.4833","0.0833","0.0167","0.0222","0.6357615894","0.1258278146","0.0927152318","PrivacySuppressed","PrivacySuppressed","0.75","21206","18750","15250","18750","29100","34100","28200","27700","39700","21700","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","0.028","0.5047169811","0.5610859729","0.6181818182","0.696969697"
"3487","Green Mountain College","Poultney","VT","05764-1199","43.517785","-73.241862",4,2,"71","0","6334","15513","9247","NULL","2","0.7158","37080","37080","50425","NULL","19972","425","0.4329","0.5671","0.6941","0.0541","0.0165","0.0565","0.3275862069","0.1724137931","0.1724137931","0.1310344828","0.1965517241","0.8909","23500","18750","15000","17625","25200","26100","28400","30600","34900","25700","25300","24800","PrivacySuppressed","PrivacySuppressed","33100","0.061","0.5636856369","0.6153846154","0.7146017699","0.709273183"
"3488","Northern Vermont University","Johnson","VT","05656-9464","44.641736","-72.671154",4,1,"NULL","0","6768","11984","9881","NULL","2","0.8424","12074","25394","23662","15308","NULL","2099","0.4345","0.5655","0.8094","0.041","0.0091","0.0367","0.4007731959","0.175257732","0.1726804124","0.1456185567","0.1056701031","0.7794","23981","14544","12500","13500","28500","29600","32000","33700","35600","26000","29500","29900","32900","34600","39600","0.087","0.5205348615","0.5648574057","0.6846361186","0.6791044776"
"3489","Marlboro College","Marlboro","VT","05344-0300","42.839603","-72.736552",3,2,"NULL","0","5012","12912","22176","NULL","2","0.5897","40840","40840","55625","NULL","17497","140","0.4286","0.5714","0.7286","0.0429","0.0286","0.0214","0.3490566038","0.1320754717","0.1509433962","0.1509433962","0.2169811321","0.6071","24250","17813","19500","15750","26000","22600","33500","34400","31600","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","PrivacySuppressed","38900","0.056","0.5984251969","0.6518518519","0.825136612","0.8579234973"
"3490","Middlebury College","Middlebury","VT","05753","44.009117","-73.176068",4,2,"NULL","0","11368","44232","25147","NULL","2","0.1671","54450","54450","69464","NULL","25587","2550","0.471","0.529","0.6208","0.04","0.0706","0.1012","0.3042671614","0.1187384045","0.1410018553","0.1150278293","0.3209647495","0.2252","13750","6757","12994","15000","47900","56300","61500","76000","71900","51200","41100","48900","71400","61000","78700","0.013","0.8372093023","0.8765743073","0.8737623762","0.9287598945"
